datetime	t	rh	u	vw_dir	p
20130713T000000	6.78	86.85	0.38	116.8	0
20130713T010000	5.29	92.95	0.71	274.95	0
20130713T020000	4.6	95	1.47	247.45	0
20130713T030000	4.1	95	2.08	253	0
20130713T040000	4.1	95	1.75	252.65	0
20130713T050000	5.83	95	1.35	255.15	0
20130713T060000	7.27	95	1.18	244.6	0
20130713T070000	8.69	92.8	1.29	207.3	0
20130713T080000	10.78	81.7	2.71	222.35	0
20130713T090000	12.71	69.12	3.75	232.2	0
20130713T100000	13.84	65.09	2.43	238.6	0
20130713T110000	15.21	61.21	2.15	268.3	0
20130713T120000	16.21	59.34	2.67	306.05	0
20130713T130000	16.45	59.17	2.88	335.5	0
20130713T140000	16.61	59.39	4.28	13.73	0
20130713T150000	16.37	56.17	4.85	185.57	0
20130713T160000	15.74	53.34	5.18	2.62	0
20130713T170000	15.14	53.5	5.12	175.43	0
20130713T180000	14.72	53.86	5.16	349.3	0
20130713T190000	13.91	58.17	5.51	353.85	0
20130713T200000	12.7	60.45	4.98	353.95	0
20130713T210000	11.43	59.73	4.51	352.85	0
20130713T220000	10.16	67.08	3.89	346.95	0
20130713T230000	8.54	83.7	2.8	344.9	0
20130714T000000	6.42	93.05	3.05	323.55	0
20130714T010000	4.55	95	2.77	313.55	0
20130714T020000	3.33	95	2.79	326.55	0
20130714T030000	4.66	95	3.76	339.05	0
20130714T040000	4.13	95	3.81	352.85	0
20130714T050000	3.25	95	2.91	345.3	0
20130714T060000	3.12	95	2.92	8.56	0
20130714T070000	3.23	95	2.53	174.81	0
20130714T080000	3.66	95	2.4	342.45	0
20130714T090000	4.39	95	2.31	355.5	0
20130714T100000	6.53	91.45	2.56	2.5	0
20130714T110000	7.94	83.95	2.66	349.85	0
20130714T120000	9.26	77.35	3.04	348.35	0
20130714T130000	10.48	70.75	3.7	353.3	0
20130714T140000	11.02	67.06	4.91	14.22	0
20130714T150000	11.7	64.23	4.22	5.84	0
20130714T160000	11.9	64.68	4.47	16.17	0
20130714T170000	11.55	65.8	4.79	28.05	0
20130714T180000	10.73	67.59	4.88	24.15	0
20130714T190000	10	70.4	4.03	16.95	0
20130714T200000	9.28	71.48	4.27	14.45	0
20130714T210000	8.62	75.8	3.89	27.81	0
20130714T220000	7.42	82.85	3.58	28.14	0
20130714T230000	6.06	89.75	2.53	25.2	0
20130715T000000	3.69	94.85	2.31	191.05	0
20130715T010000	1.44	95	2.71	354.5	0
20130715T020000	1.08	95	2.38	5.33	0
20130715T030000	1.38	95	1.49	8.26	0
20130715T040000	1.42	95	0.24	42.66	0
20130715T050000	1.82	95	0.82	164.75	0
20130715T060000	3	95	0.41	136.3	0
20130715T070000	4.56	95	0.66	141.5	0
20130715T080000	6.74	87.6	1.57	80.25	0
20130715T090000	7.78	79.65	2.45	81.75	0
20130715T100000	8.82	76.6	2.88	73.85	0
20130715T110000	9.57	74.2	3.17	75.55	0
20130715T120000	11.03	67.93	3.29	73.1	0
20130715T130000	11.94	64.08	3.62	70.75	0
20130715T140000	12.81	61.44	3.24	73.3	0
20130715T150000	14.18	57.52	3.38	68.47	0
20130715T160000	15.05	54.57	4.14	67.95	0
20130715T170000	15.19	56.23	4.54	57.43	0
20130715T180000	15.07	60.33	5.5	49.03	0
20130715T190000	14.64	65.22	5.21	42.2	0
20130715T200000	14.59	62.95	5.16	50.69	0
20130715T210000	14	62.08	5.35	56.62	0
20130715T220000	12.62	70.48	4.71	63.06	0
20130715T230000	11.18	77.6	4.45	66.08	0
20130716T000000	8.51	92.3	3.38	62.11	0
20130716T010000	7.23	95	3.38	68.3	0
20130716T020000	6.16	95	2.61	60.94	0
20130716T030000	6.47	95	2.65	51.57	0
20130716T040000	7.25	95	2.7	60.8	0
20130716T050000	8.15	95	2.96	63.08	0
20130716T060000	8.02	95	2.51	57.25	0
20130716T070000	8.19	95	2.93	50.03	0
20130716T080000	11.5	81.85	2.63	61.94	0
20130716T090000	12.78	75.45	2.68	59.77	0
20130716T100000	14.27	71.35	3.13	64.37	0
20130716T110000	14.81	69.56	3.53	61.98	0
20130716T120000	16.3	64.25	4.11	58.23	0
20130716T130000	17.4	60.98	3.76	60.64	0
20130716T140000	18.84	55.88	3.92	58.83	0
20130716T150000	18.47	57.44	4.75	39.32	0
20130716T160000	18.27	58.02	5.13	39.33	0
20130716T170000	18.68	58.77	5.11	37.58	0
20130716T180000	19.33	49.39	5.6	57.57	0
20130716T190000	18.91	49.83	5.21	59.07	0
20130716T200000	18.36	57.41	4.3	42.1	0
20130716T210000	17.1	64.34	3.84	38.42	0
20130716T220000	15	74.9	3.34	37.47	0
20130716T230000	13.14	83.45	2.85	34.61	0
20130717T000000	10.83	93.55	2.83	32.09	0
20130717T010000	8.89	95	2.64	30.01	0
20130717T020000	7.69	95	2.5	19.59	0
20130717T030000	6.61	95	1.59	331.25	0
20130717T040000	5.76	95	1.23	303.75	0
20130717T050000	5.6	95	1.57	275.65	0
20130717T060000	7.46	95	0.8	304.5	0
20130717T070000	11.38	93.25	1.19	24.69	0
20130717T080000	12.98	86.5	1.19	39.96	0
20130717T090000	13.67	80.95	1.44	53.05	0
20130717T100000	16.16	73	2.08	74.94	0
20130717T110000	18.7	66.81	2.51	74.65	0
20130717T120000	20.43	61.99	2.67	64.98	0
20130717T130000	21.08	59.71	3.25	39.56	0
20130717T140000	21.12	58.89	3.61	37.12	0
20130717T150000	20.26	61.47	4.12	36.2	0
20130717T160000	19.7	64.18	3.66	27.51	0
20130717T170000	18.57	73.71	2.59	17.16	0
20130717T180000	18.08	81	2.41	178.41	0
20130717T190000	17.47	88.45	3.74	326.8	0
20130717T200000	15.89	95	4.2	318.15	0
20130717T210000	14.19	95	4.88	307.5	0
20130717T220000	12.46	95	5.04	302.5	0
20130717T230000	11.18	95	5.25	294.1	0
20130718T000000	10.09	95	5.36	290.85	0
20130718T010000	9.18	95	5.72	291.45	0
20130718T020000	8.5	95	6.03	293.8	0
20130718T030000	7.73	95	6.17	287.7	0
20130718T040000	7.12	95	6.47	284.35	0
20130718T050000	6.86	95	5.93	281.6	0
20130718T060000	7.05	95	4.94	280.9	0
20130718T070000	7.37	95	4.5	283.55	0
20130718T080000	7.86	95	3.75	281.3	2.6
20130718T090000	8.7	95	4.92	302.6	4.64
20130718T100000	8.47	95	4.22	312.9	1.77
20130718T110000	8.35	95	5.23	302.95	0
20130718T120000	8.8	95	5.08	307.3	0
20130718T130000	9.68	95	4.13	302.2	0
20130718T140000	10.85	93.9	3.5	314.75	0
20130718T150000	11.15	93.1	3.6	316.95	0
20130718T160000	12.14	89.75	3.79	315.55	0
20130718T170000	13.39	83.6	3.55	324.5	0
20130718T180000	14.41	78.3	3.44	334.4	0
20130718T190000	14.57	78.1	2.9	12.53	0
20130718T200000	14.13	79.8	2.89	12.68	0
20130718T210000	13.39	82.6	2.83	18.42	0
20130718T220000	12.39	86.6	1.96	11.91	0
20130718T230000	11.01	93.5	1.35	24.99	0
20130719T000000	9.75	95	1.23	31.66	0
20130719T010000	7.08	95	1.52	153.69	0
20130719T020000	5.13	95	1.2	295	0
20130719T030000	3.58	95	1.2	277.4	0
20130719T040000	2.49	95	1.09	274.35	0
20130719T050000	4.04	95	0.53	341.9	0
20130719T060000	5.09	95	1.24	268.55	0
20130719T070000	7.95	95	0.54	40.58	0
20130719T080000	9.55	95	1.15	73.14	0
20130719T090000	12.42	93.9	1.64	91.25	0
20130719T100000	14.25	84.25	2.37	76	0
20130719T110000	15.52	75.65	2.34	69.36	0
20130719T120000	16.24	70.32	2.44	71.62	0
20130719T130000	16.94	61.31	2.88	54.33	0
20130719T140000	17.19	58.44	3.7	36.33	0
20130719T150000	17.41	52.48	3.67	39.2	0
20130719T160000	17.63	51.34	4.21	43.98	0
20130719T170000	17.88	54.41	4.62	47.13	0
20130719T180000	17.85	60.41	4.46	49.14	0
20130719T190000	17.16	61.84	4.56	54.13	0
20130719T200000	16.29	64.72	5.02	54.09	0
20130719T210000	15.53	69.17	4.27	51.39	0
20130719T220000	14.1	77.2	4.01	45.9	0
20130719T230000	12.13	89.95	3.22	43.89	0
20130720T000000	9.79	95	2.62	40.14	0
20130720T010000	7.98	95	2.61	27.36	0
20130720T020000	7.29	95	2.38	27.29	0
20130720T030000	6.62	95	2.23	19.3	0
20130720T040000	6.17	95	1.5	12.78	0
20130720T050000	5.98	95	1.29	307.95	0
20130720T060000	8.85	95	2.12	37.8	0
20130720T070000	9.47	95	2.64	35.61	0
20130720T080000	11.29	89.5	3.23	40.99	0
20130720T090000	11.84	83.8	3.4	39.97	0
20130720T100000	12.53	79.85	3.37	43.03	0
20130720T110000	12.65	80.45	2.95	42.74	0
20130720T120000	13.35	80.6	2.72	41.02	0
20130720T130000	15.42	74	2.76	48.66	0
20130720T140000	17.3	65.56	3.51	56.02	0
20130720T150000	16.09	69.39	4.29	36.04	0
20130720T160000	16.18	68.57	5.47	38.78	0
20130720T170000	16.73	65.15	6.32	39.01	0
20130720T180000	16.42	65.56	6.47	38.89	0
20130720T190000	16	67.72	5.82	40.48	0
20130720T200000	15.67	71.1	5.14	37.95	0
20130720T210000	14.62	75	5.13	30.7	0
20130720T220000	12.9	79.5	5.25	32.05	0
20130720T230000	11.18	83.45	4.7	28.18	0
20130721T000000	9.5	86.7	4.17	13.62	0
20130721T010000	8.32	93.35	3.81	12.89	0
20130721T020000	7.91	95	3.96	18.79	0
20130721T030000	7.2	95	2.91	26.61	0
20130721T040000	6.75	95	2.44	20.14	0
20130721T050000	5.48	95	1.31	339.75	0
20130721T060000	7.12	95	1.98	191.45	0
20130721T070000	10.35	95	2.83	49.01	0
20130721T080000	12.14	89.1	3.36	58.69	0
20130721T090000	13.46	79.5	3.45	64.7	0
20130721T100000	14.81	68.84	3.6	57.77	0
20130721T110000	15.73	63	3.84	72.45	0
20130721T120000	16.45	60.6	4.2	67.67	0
20130721T130000	17.08	60.39	4.22	46.23	0
20130721T140000	17.04	59.94	4.92	38.85	0
20130721T150000	16.93	56.39	5.71	39.53	0
20130721T160000	17.23	50.71	5.58	36.92	0
20130721T170000	17.37	48.11	5.56	41.4	0
20130721T180000	17.47	52.18	5.05	37.95	0
20130721T190000	17.29	55.98	4.94	38.68	0
20130721T200000	16.39	60.11	4.75	40.55	0
20130721T210000	16.43	65.35	3.16	51.7	0
20130721T220000	15.95	69.66	2.31	59.26	0
20130721T230000	13.54	78.45	1.9	53.02	0
20130722T000000	9.91	94.3	2.69	3.85	0
20130722T010000	7.14	95	1.77	331.45	0
20130722T020000	6.24	95	1.93	318.7	0
20130722T030000	5.24	95	1.97	272.55	0
20130722T040000	4.61	95	2.16	267.5	0
20130722T050000	5.18	95	2.03	268.4	0
20130722T060000	6.81	95	1.64	265.45	0
20130722T070000	11.13	95	0.73	196.4	0
20130722T080000	15.14	81.9	1.69	218.35	0
20130722T090000	17.64	69.62	2.85	228.1	0
20130722T100000	19.52	57.6	3.28	230.9	0
20130722T110000	21.27	48.82	4.17	216.85	0
20130722T120000	22.43	47.78	3.92	217.85	0
20130722T130000	23.25	48.71	3.82	227.1	0
20130722T140000	23.99	47.13	4.33	218.15	0
20130722T150000	24.43	45.14	4.54	221.2	0
20130722T160000	24.72	42.03	4.36	227.1	0
20130722T170000	24.93	41.25	3.99	241.7	0
20130722T180000	24.52	42.38	3.65	247.8	0
20130722T190000	24.33	43.44	3.21	234	0
20130722T200000	22.89	47.98	2.82	231	0
20130722T210000	21.43	57.41	1.77	252.4	0
20130722T220000	19.69	69.49	1.46	276.5	0
20130722T230000	18.12	76.3	1.54	274.4	0
20130723T000000	16.95	78.55	1.84	264.1	0
20130723T010000	15.92	80.3	2.22	258.15	0
20130723T020000	15.86	79.25	2.5	261.75	0
20130723T030000	17.07	73.65	3.07	273.7	0
20130723T040000	15.77	80.85	2.61	263.1	0
20130723T050000	15.7	78.5	2.91	266.9	0
20130723T060000	16.13	77.5	3.19	265.95	0
20130723T070000	17.3	74.25	3.93	257.8	0
20130723T080000	18.77	67.91	5.89	272.5	0
20130723T090000	19.68	66.62	6.76	284.95	0
20130723T100000	20.52	66.62	6.5	289.85	0
20130723T110000	20.07	69.25	6	303.45	0
20130723T120000	20.18	72.2	4.67	319.9	0
20130723T130000	21.84	61.4	3.3	324.3	0
20130723T140000	23.12	55.3	3.98	344.4	0
20130723T150000	22.8	58.87	3.97	354.25	0
20130723T160000	22.44	62.72	4.73	184.09	0
20130723T170000	21.51	64.94	5.55	12.93	0
20130723T180000	19.84	72.75	4.73	22.04	0
20130723T190000	18.73	75.85	4.38	23.64	0
20130723T200000	18.14	80.1	3.58	37.43	0
20130723T210000	16.66	88.1	3.35	42.83	0
20130723T220000	15.61	94.65	2.83	40.55	0
20130723T230000	14.59	95	2.62	51.3	0
20130724T000000	13.53	95	1.93	58.96	0
20130724T010000	13.34	95	1.5	57.24	0
20130724T020000	12.89	95	1.41	31.41	0
20130724T030000	12.1	95	3.44	40.97	0
20130724T040000	9.82	95	4.69	36.88	0
20130724T050000	8.97	95	4.5	28.94	0
20130724T060000	8.59	95	4.21	29.19	0
20130724T070000	7.99	95	4.26	26.83	0
20130724T080000	7.58	95	4.21	35.91	0
20130724T090000	7.62	95	3.67	33.8	0
20130724T100000	7.77	95	3.32	18.38	0
20130724T110000	8.04	95	2.58	23.13	0
20130724T120000	7.89	95	3.37	12.07	0
20130724T130000	7.51	95	3.1	10.64	0.6
20130724T140000	7.65	95	2.48	24.56	0.8
20130724T150000	7.92	95	1.31	72.78	0
20130724T160000	8.16	95	0.94	84.16	0
20130724T170000	8.35	95	1.51	14.41	0
20130724T180000	8.52	95	1.93	345.05	0
20130724T190000	8.64	95	2.33	340.2	0
20130724T200000	8.38	95	1.51	170.19	0
20130724T210000	8.27	95	2.72	347.7	0
20130724T220000	7.65	95	2.06	331.8	0.2
20130724T230000	7.33	95	1.96	337.65	0.37
20130725T000000	6.49	95	2.54	328.85	0.18
20130725T010000	6.36	95	2.54	343.25	1.28
20130725T020000	6.22	95	2.41	331.2	0.6
20130725T030000	5.92	95	1.88	321.3	0.73
20130725T040000	5.68	95	1.6	282.25	0
20130725T050000	5.51	95	2	274.45	0
20130725T060000	6.1	95	1.29	244.95	0
20130725T070000	7.38	95	1.62	249.9	0
20130725T080000	8.46	95	2.72	256.85	0
20130725T090000	9.5	91.6	3.96	279.2	0
20130725T100000	9.91	89.85	4.69	300.55	0
20130725T110000	10.57	82.75	4.49	305.4	0
20130725T120000	11.06	77.95	4.06	304	0
20130725T130000	11.55	73.7	3.67	298	0
20130725T140000	12.41	71.85	3.96	265.25	0
20130725T150000	13.44	70.85	4.33	226.95	0
20130725T160000	13.74	69.37	5.34	229.35	0
20130725T170000	13.39	71.35	5.51	220.05	0
20130725T180000	13.99	68.57	5.67	224.75	0
20130725T190000	13.2	72.05	4.69	234.7	0
20130725T200000	9.19	95	5.05	7.75	0
20130725T210000	7.81	95	4.46	178.31	0.25
20130725T220000	7.34	95	2.25	170.25	0.74
20130725T230000	7	95	1.28	307.7	0.31
20130726T000000	6.7	95	1.27	256.85	0
20130726T010000	6.32	95	1.46	247.7	0
20130726T020000	6.33	95	1.66	233.3	0
20130726T030000	6.3	95	1.42	243.95	0
20130726T040000	6.44	95	1.43	248.3	0.26
20130726T050000	6.58	95	1.45	243.35	0.34
20130726T060000	6.91	95	1.41	237.7	0
20130726T070000	7.3	95	1.39	245.2	0.62
20130726T080000	7.93	95	2.02	217.2	0
20130726T090000	8.68	95	2.48	217.2	0
20130726T100000	10.1	93.3	3.1	212.2	0
20130726T110000	12.16	79.65	2.47	253.55	0
20130726T120000	13.04	72.1	3.55	288.95	0
20130726T130000	13.47	70.08	3.87	286.15	0
20130726T140000	14.62	64.05	2.78	296.3	0
20130726T150000	15.71	59.1	2.5	288.3	0
20130726T160000	15.41	58.61	2.1	303.5	0
20130726T170000	16.22	55.75	1.83	281.05	0
20130726T180000	16.23	55.36	2.17	287.8	0
20130726T190000	15.15	59.25	2.18	314.8	0
20130726T200000	14.24	67.44	1.94	304.85	0
20130726T210000	13.51	79	2.51	186.59	0
20130726T220000	12.14	86.2	2.61	27.07	0
20130726T230000	10.38	92.05	2.17	17.13	0
20130727T000000	9.02	95	1.98	183.04	0
20130727T010000	8.41	94.7	1.69	339.25	0
20130727T020000	7.31	95	1.93	316.35	0
20130727T030000	6.83	95	1.83	300.55	0
20130727T040000	5.77	95	1.67	264.95	0
20130727T050000	6.06	95	1.54	257.55	0
20130727T060000	6.99	95	1.73	241.75	0
20130727T070000	8.59	94.55	1.84	235.25	0
20130727T080000	10.35	88.5	2.71	240.45	0
20130727T090000	11.32	86.75	3.63	258.1	0
20130727T100000	11.39	86.95	4.42	265.5	0
20130727T110000	11.73	88.5	4.52	274.2	0
20130727T120000	12.28	82.05	4.42	280.65	0
20130727T130000	12.88	80.85	4.77	296	0
20130727T140000	12.65	85.95	4.19	321.35	0
20130727T150000	11.76	94.6	3.92	334.8	0
20130727T160000	10.71	95	3.51	322.85	0
20130727T170000	10.98	95	2.29	164.62	0
20130727T180000	11.41	92.85	2.09	335.3	0
20130727T190000	12.19	85.1	2.38	197.33	0
20130727T200000	11.38	87.3	2.42	8.71	0
20130727T210000	10.59	90.2	2.1	180.84	0
20130727T220000	9.5	91.75	2.67	11.33	0
20130727T230000	7.95	95	2.9	42.37	0
20130728T000000	6.7	95	2.62	54.45	0
20130728T010000	5.86	95	1.95	58.45	0
20130728T020000	5.69	95	1.36	71.19	0
20130728T030000	5.96	95	0.9	114.7	0
20130728T040000	6.25	95	1.4	131.5	0
20130728T050000	6.4	95	1.31	123.2	0
20130728T060000	6.9	95	1.7	116.6	0
20130728T070000	7.61	95	1.84	108.8	0
20130728T080000	8.16	95	2.15	102.9	0.14
20130728T090000	9.12	95	2.79	113.7	1.31
20130728T100000	9.98	95	1.82	111.4	0.49
20130728T110000	12.26	95	2.88	211.7	0
20130728T120000	14.22	95	4.19	252.3	0
20130728T130000	15.54	95	4.6	270.5	0
20130728T140000	16.79	94.45	4.37	274.35	0
20130728T150000	17.64	90	4.59	274.5	0
20130728T160000	17.77	90	4.06	258.4	0
20130728T170000	19.67	81.55	3.08	229.45	0
20130728T180000	19.7	82.1	4.25	218.65	0
20130728T190000	19.34	84.7	3.51	239.25	0
20130728T200000	19.81	80.1	3.32	252.1	0
20130728T210000	19.16	84.1	3.24	212.55	0
20130728T220000	18.04	92.1	2.19	182.85	0
20130728T230000	17.42	91.6	2.45	169.2	0
20130729T000000	17.05	92.9	2.4	135.8	0
20130729T010000	15.45	95	4.54	15.86	0
20130729T020000	14.29	95	2.83	71.67	0
20130729T030000	13.64	95	3	46.12	0
20130729T040000	13.65	95	2.07	105.6	0
20130729T050000	13.57	95	2.33	176.12	0
20130729T060000	14.34	95	4.31	344.65	0
20130729T070000	14.27	95	2.57	337.9	4.03
20130729T080000	15.36	95	2.43	319.95	0.46
20130729T090000	15.59	95	3.21	292.75	0
20130729T100000	15.96	95	4.75	287.8	0
20130729T110000	15.93	95	6.03	311.1	0
20130729T120000	14.1	95	6.2	321.2	0
20130729T130000	13.93	95	4.65	303.8	0.16
20130729T140000	13.84	95	4.42	300.5	0.68
20130729T150000	13.73	95	4.03	297.1	0.36
20130729T160000	13.19	95	3.64	297.05	0.81
20130729T170000	12.88	95	4.56	314.35	0
20130729T180000	12.36	95	5.5	312.45	0
20130729T190000	11.18	95	6.16	322.05	0
20130729T200000	10.86	95	6.12	318.7	0
20130729T210000	10.29	95	6.59	311.45	0
20130729T220000	9.64	95	6.3	317.7	0
20130729T230000	8.61	95	5.62	304.75	0
20130730T000000	7.72	95	6.94	308.75	0
20130730T010000	7.32	95	6.79	307.85	0
20130730T020000	6.54	95	7.65	299.4	0
20130730T030000	6.23	95	9.14	296.05	0
20130730T040000	6.34	95	10.42	294.25	0
20130730T050000	5.67	95	8.18	304.15	0
20130730T060000	4.72	95	7.73	305.6	0
20130730T070000	4.37	95	6.59	309.25	0
20130730T080000	4.4	95	5.78	315.55	0
20130730T090000	4.67	95	5.21	321.95	0
20130730T100000	5.37	95	5.31	330.65	0
20130730T110000	5.46	95	4.08	319.8	0
20130730T120000	5.76	95	3.5	313.45	0
20130730T130000	6.66	94.5	2.94	307.35	0
20130730T140000	7.94	90.65	2.04	300.15	0
20130730T150000	8.15	91.55	1.43	276.1	0
20130730T160000	9.09	87.9	1.08	271.7	0
20130730T170000	10.31	83.8	1.54	126.19	0
20130730T180000	10.45	85.8	2.08	93.3	0
20130730T190000	10.63	86.05	2.67	91	0
20130730T200000	10.64	87.6	2.59	104.2	0
20130730T210000	10.25	89.75	2.26	114.05	0
20130730T220000	9.43	94.2	1.52	127.05	0
20130730T230000	8.28	95	0.75	148.25	0
20130731T000000	7.19	95	1.61	232.9	0
20130731T010000	8.55	95	1.68	226.15	0
20130731T020000	8.37	95	1.77	248.7	0
20130731T030000	8.79	95	2.71	237	0
20130731T040000	9.98	95	3.48	236.9	0
20130731T050000	10.78	95	3.68	251.95	0
20130731T060000	10.96	95	2.86	255.7	0
20130731T070000	12.62	93.4	3.62	254.65	0
20130731T080000	13.41	89.1	4.44	254.3	0
20130731T090000	13.97	91.4	3.72	258.5	0
20130731T100000	14.57	90.5	1.42	286.15	0
20130731T110000	14.83	88.7	1.65	313.65	0
20130731T120000	14.34	93.2	2.56	311.7	0
20130731T130000	13.48	95	2.52	283.9	0.15
20130731T140000	14.17	95	2.42	296.15	0
20130731T150000	15.36	95	2.94	299	0
20130731T160000	15.74	93.9	3.34	311.15	0
20130731T170000	15.78	93.55	2.79	304.5	0
20130731T180000	15.88	92.4	3.38	318.9	0
20130731T190000	15.59	92.2	2.71	331.8	0
20130731T200000	14.96	95	1.86	348.05	0
20130731T210000	14.72	95	0.62	344.7	0
20130731T220000	14.07	95	2	330.7	0
20130731T230000	12.71	95	3.14	190.69	0
20130801T000000	10.75	95	2.9	27.05	0
20130801T010000	10.29	95	2.33	37.99	0.11
20130801T020000	9.64	95	1.58	73.47	0
20130801T030000	9.38	95	1.8	60.39	0
20130801T040000	9.39	95	1.77	26.02	0
20130801T050000	9.26	95	1.81	26.61	0
20130801T060000	9.07	95	1.86	46.06	0
20130801T070000	9.09	95	1.71	48.52	0
20130801T080000	8.91	95	1.77	60	0
20130801T090000	9.05	95	0.96	62.83	0
20130801T100000	9.41	95	1.06	93.05	0
20130801T110000	10.84	95	0.9	93.54	0
20130801T120000	13.23	89.6	1.21	108.55	0
20130801T130000	13.3	89.75	2.27	60.28	0
20130801T140000	14.64	84.35	2.23	91.4	0
20130801T150000	15.02	81.35	2.88	63.08	0
20130801T160000	15.68	79.9	3.28	74.18	0
20130801T170000	15.28	83.6	2.99	107.9	0
20130801T180000	15.41	84.7	2.92	116	0
20130801T190000	15.52	85.7	3.13	138	0
20130801T200000	16.19	83.45	2.79	155.7	0
20130801T210000	15.52	88.2	2.38	135.55	0
20130801T220000	14.49	94.75	1.4	121.9	0
20130801T230000	12.91	95	2.1	151.8	0
20130802T000000	12.81	95	2.54	162.75	0
20130802T010000	13.08	95	3.12	173.15	0
20130802T020000	12.79	95	1.54	158.9	0
20130802T030000	12.54	95	1.9	115.2	0
20130802T040000	11.02	95	1.19	105.6	0
20130802T050000	11.46	95	0.61	166.25	0
20130802T060000	12.17	95	0.78	62.12	0
20130802T070000	14.18	95	1.33	159.7	0
20130802T080000	15.31	95	3.62	229.35	0
20130802T090000	17.58	87.95	5.36	224.6	0
20130802T100000	19.29	82.75	6.39	217.5	0
20130802T110000	20.83	77.7	5.59	217.15	0
20130802T120000	22.36	72.3	5.58	205.85	0
20130802T130000	23.62	67.95	5.29	195.15	0
20130802T140000	24.73	62.81	5.58	193.1	0
20130802T150000	25.44	60.41	4.99	191.45	0
20130802T160000	25.59	58.99	4.37	220.15	0
20130802T170000	26.05	53.81	3.08	240.75	0
20130802T180000	26.4	49.28	2	261.35	0
20130802T190000	26.69	45.02	1.5	242.65	0
20130802T200000	26.04	48.92	1.5	206.9	0
20130802T210000	24.39	59.7	1.36	204.95	0
20130802T220000	21.29	68.91	0.46	256	0
20130802T230000	17.84	82.95	1.15	265.6	0
20130803T000000	16.07	87.95	1.38	249.35	0
20130803T010000	16.95	80.4	0.51	179.85	0
20130803T020000	16.12	82.8	0.66	169	0
20130803T030000	16.41	79.65	0.44	117.85	0
20130803T040000	16.7	80.05	0.58	112.7	0
20130803T050000	14.75	89.25	0.98	109.3	0
20130803T060000	14.99	89.7	0.74	95.4	0
20130803T070000	17.45	79.85	1.54	131.9	0
20130803T080000	20.27	68.52	0.96	170.6	0
20130803T090000	21.93	64.01	1.75	184.1	0
20130803T100000	23.7	59.2	2.69	191.4	0
20130803T110000	24.98	57.17	4.14	180.9	0
20130803T120000	26.23	52.47	5.65	185.7	0
20130803T130000	27.41	48.41	5.98	186.3	0
20130803T140000	27.17	48.38	5.96	184.15	0
20130803T150000	27.75	47.28	6.63	181	0
20130803T160000	28.77	44.73	6.86	178.55	0
20130803T170000	29.21	43.63	5.98	189.65	0
20130803T180000	29.83	40.7	5.89	200.7	0
20130803T190000	29.43	40.98	5.44	188.8	0
20130803T200000	28.42	43.84	4.76	177.15	0
20130803T210000	26.73	53.03	4.2	169	0
20130803T220000	23.85	63.14	4.31	175.15	0
20130803T230000	22.05	69.06	4.73	184.85	0
20130804T000000	21.2	70.95	4.88	187.65	0
20130804T010000	20.3	74.25	5.46	206.8	0
20130804T020000	19.42	76.5	4.97	207.9	0
20130804T030000	18.17	78.85	3.32	249	0
20130804T040000	18.52	78.15	2.54	257.45	0
20130804T050000	20.02	70.56	3.23	267.3	0
20130804T060000	20.1	72.05	3.08	242.2	0
20130804T070000	19.62	75.4	2.45	245.35	0
20130804T080000	19.67	78.7	2.58	235.6	0
20130804T090000	19.49	82.55	2.95	239.25	0
20130804T100000	21.64	75.5	2.57	237.3	0
20130804T110000	24.02	66.67	3.1	219.95	0
20130804T120000	24.73	61.52	3.24	219.85	0
20130804T130000	26.42	45.86	3.7	258.1	0
20130804T140000	26.55	47.46	2.95	243.55	0
20130804T150000	28.02	40.08	2.89	219.35	0
20130804T160000	28.41	40.76	2.75	243.9	0
20130804T170000	28.72	38.49	2.59	304.05	0
20130804T180000	27.66	38.9	4.81	280.25	0
20130804T190000	26.51	40.08	4.87	289.45	0
20130804T200000	25.5	44.4	3.42	286.15	0
20130804T210000	22.12	62.05	2.12	269.9	0
20130804T220000	19.66	70.3	2.45	269.65	0
20130804T230000	17.68	72.9	1.71	261.6	0
20130805T000000	14.39	81	2.4	257.05	0
20130805T010000	13.91	78.05	2.38	247.5	0
20130805T020000	14.7	72.65	2.2	241.75	0
20130805T030000	14.72	75.45	1.96	251.7	0
20130805T040000	14.34	76.25	2.67	262	0
20130805T050000	13.93	77.45	2.93	261.4	0
20130805T060000	15.2	77.7	2.21	266.35	0
20130805T070000	17.41	72.41	2.84	273.7	0
20130805T080000	18.52	68.2	2.86	267.95	0
20130805T090000	18.79	67.98	4.49	270.7	0
20130805T100000	16.14	94	2.53	254.65	0
20130805T110000	16.04	95	2.47	232.15	0
20130805T120000	17	94.85	1.89	239.9	0
20130805T130000	20.37	83	3.13	223.4	0
20130805T140000	23.59	52.05	2.44	259.4	0
20130805T150000	24.77	44.23	2.16	298.85	0
20130805T160000	23.91	57.33	2.5	72.03	0
20130805T170000	24.81	46.2	1.54	85.7	0
20130805T180000	24.48	51.73	2.24	100.45	0
20130805T190000	23.91	55.23	2.77	120.05	0
20130805T200000	22.98	60.77	2.16	111.8	0
20130805T210000	21.21	72.52	1.15	94.7	0
20130805T220000	19.44	77.75	0.44	93.5	0
20130805T230000	19.07	78.85	0.12	71.93	0
20130806T000000	16.83	89.6	0.95	304.25	0
20130806T010000	15.66	95	1.23	288.9	0
